Timestamp,Packet_Size,Protocol,Flow_ID,Time_Gap,Service
1741098692.626745,4254,TLS,62.0.96.195-192.168.160.128,0.00019693374633789062,Other
1741098692.626751,54,TCP,192.168.160.128-62.0.96.195,5.9604644775390625e-06,Other
1741098692.635534,1514,TCP,62.0.96.195-192.168.160.128,0.008783102035522461,Other
1741098692.635572,54,TCP,192.168.160.128-62.0.96.195,3.790855407714844e-05,Other
1741098692.635653,1394,TCP,62.0.96.195-192.168.160.128,8.106231689453125e-05,Other
1741098692.635658,54,TCP,192.168.160.128-62.0.96.195,5.0067901611328125e-06,Other
1741098692.637138,9854,TLS,62.0.96.195-192.168.160.128,0.0014798641204833984,Other
1741098692.637218,54,TCP,192.168.160.128-62.0.96.195,8.0108642578125e-05,Other
1741098692.637456,2854,TCP,62.0.96.195-192.168.160.128,0.00023794174194335938,Other
1741098692.637472,54,TCP,192.168.160.128-62.0.96.195,1.5974044799804688e-05,Other
1741098692.638045,5654,TCP,62.0.96.195-192.168.160.128,0.0005731582641601562,Other
1741098692.638069,54,TCP,192.168.160.128-62.0.96.195,2.384185791015625e-05,Other
1741098692.638343,2854,TCP,62.0.96.195-192.168.160.128,0.0002741813659667969,Other
1741098692.638378,54,TCP,192.168.160.128-62.0.96.195,3.4809112548828125e-05,Other
1741098692.640193,2854,TCP,62.0.96.195-192.168.160.128,0.0018150806427001953,Other
1741098692.640216,54,TCP,192.168.160.128-62.0.96.195,2.3126602172851562e-05,Other
1741098692.642965,2854,TLS,62.0.96.195-192.168.160.128,0.0027489662170410156,Other
1741098692.643016,54,TCP,192.168.160.128-62.0.96.195,5.1021575927734375e-05,Other
1741098692.644325,1454,TCP,62.0.96.195-192.168.160.128,0.0013089179992675781,Other
1741098692.644353,54,TCP,192.168.160.128-62.0.96.195,2.7894973754882812e-05,Other
1741098692.646168,21054,TLS,62.0.96.195-192.168.160.128,0.0018150806427001953,Other
1741098692.646222,54,TCP,192.168.160.128-62.0.96.195,5.412101745605469e-05,Other
1741098692.649543,5654,TCP,62.0.96.195-192.168.160.128,0.003320932388305664,Other
1741098692.649543,1514,TCP,62.0.96.195-192.168.160.128,0.0,Other
1741098692.649621,54,TCP,192.168.160.128-62.0.96.195,7.796287536621094e-05,Other
1741098692.649649,54,TCP,192.168.160.128-62.0.96.195,2.7894973754882812e-05,Other
1741098692.649699,1394,TCP,62.0.96.195-192.168.160.128,5.0067901611328125e-05,Other
1741098692.649701,54,TCP,192.168.160.128-62.0.96.195,2.1457672119140625e-06,Other
1741098692.650639,5654,TCP,62.0.96.195-192.168.160.128,0.0009379386901855469,Other
1741098692.65066,54,TCP,192.168.160.128-62.0.96.195,2.09808349609375e-05,Other
1741098692.651143,2854,TLS,62.0.96.195-192.168.160.128,0.0004830360412597656,Other
1741098692.651166,54,TCP,192.168.160.128-62.0.96.195,2.288818359375e-05,Other
1741098692.651906,1454,TCP,62.0.96.195-192.168.160.128,0.00074005126953125,Other
1741098692.651943,54,TCP,192.168.160.128-62.0.96.195,3.695487976074219e-05,Other
1741098692.652445,4254,TCP,62.0.96.195-192.168.160.128,0.0005021095275878906,Other
1741098692.65251,54,TCP,192.168.160.128-62.0.96.195,6.4849853515625e-05,Other
1741098692.65329,5654,TLS,62.0.96.195-192.168.160.128,0.0007801055908203125,Other
1741098692.653346,54,TCP,192.168.160.128-62.0.96.195,5.602836608886719e-05,Other
1741098692.653929,2854,TCP,62.0.96.195-192.168.160.128,0.0005829334259033203,Other
1741098692.653949,54,TCP,192.168.160.128-62.0.96.195,2.002716064453125e-05,Other
1741098692.654553,5654,TCP,62.0.96.195-192.168.160.128,0.0006039142608642578,Other
1741098692.654589,54,TCP,192.168.160.128-62.0.96.195,3.600120544433594e-05,Other
1741098692.657012,5654,TLS,62.0.96.195-192.168.160.128,0.0024230480194091797,Other
1741098692.657057,54,TCP,192.168.160.128-62.0.96.195,4.506111145019531e-05,Other
1741098692.65758,5654,TCP,62.0.96.195-192.168.160.128,0.0005228519439697266,Other
1741098692.657601,54,TCP,192.168.160.128-62.0.96.195,2.1219253540039062e-05,Other
1741098692.660214,1454,TCP,62.0.96.195-192.168.160.128,0.0026128292083740234,Other
1741098692.660379,54,TCP,192.168.160.128-62.0.96.195,0.00016498565673828125,Other
1741098692.662303,15454,TLS,62.0.96.195-192.168.160.128,0.0019240379333496094,Other
1741098692.662468,54,TCP,192.168.160.128-62.0.96.195,0.00016498565673828125,Other
1741098692.66267,4254,TCP,62.0.96.195-192.168.160.128,0.00020194053649902344,Other
1741098692.66269,54,TCP,192.168.160.128-62.0.96.195,2.002716064453125e-05,Other
1741098692.663533,7054,TCP,62.0.96.195-192.168.160.128,0.000843048095703125,Other
1741098692.663645,54,TCP,192.168.160.128-62.0.96.195,0.00011205673217773438,Other
1741098692.664021,2854,TLS,62.0.96.195-192.168.160.128,0.00037598609924316406,Other
1741098692.664155,54,TCP,192.168.160.128-62.0.96.195,0.00013399124145507812,Other
1741098692.665308,8454,TCP,62.0.96.195-192.168.160.128,0.0011529922485351562,Other
1741098692.665398,54,TCP,192.168.160.128-62.0.96.195,8.988380432128906e-05,Other
1741098692.665844,1454,TCP,62.0.96.195-192.168.160.128,0.00044608116149902344,Other
1741098692.665946,54,TCP,192.168.160.128-62.0.96.195,0.00010204315185546875,Other
1741098692.66714,2854,TCP,62.0.96.195-192.168.160.128,0.001194000244140625,Other
1741098692.667248,54,TCP,192.168.160.128-62.0.96.195,0.00010800361633300781,Other
1741098692.670785,4254,TLS,62.0.96.195-192.168.160.128,0.0035369396209716797,Other
1741098692.670934,54,TCP,192.168.160.128-62.0.96.195,0.00014901161193847656,Other
1741098692.673403,14604,TLS,62.0.96.195-192.168.160.128,0.0024690628051757812,Other
1741098692.673507,54,TCP,192.168.160.128-62.0.96.195,0.00010395050048828125,Other
1741098692.694205,93,TLS,192.168.160.128-142.250.75.174,0.020698070526123047,Gmail
1741098692.694345,93,TLS,192.168.160.128-142.250.75.129,0.0001399517059326172,Gmail
1741098692.694522,60,TCP,142.250.75.174-192.168.160.128,0.00017690658569335938,Gmail
1741098692.694522,60,TCP,142.250.75.129-192.168.160.128,0.0,Gmail
1741098692.706864,54,TCP,192.168.160.128-142.250.75.99,0.012342214584350586,Gmail
1741098692.707115,60,TCP,142.250.75.99-192.168.160.128,0.00025081634521484375,Gmail
1741098692.739907,93,TLS,142.250.75.174-192.168.160.128,0.032792091369628906,Gmail
1741098692.739957,54,TCP,192.168.160.128-142.250.75.174,5.0067901611328125e-05,Gmail
1741098692.741894,93,TLS,142.250.75.129-192.168.160.128,0.0019369125366210938,Gmail
1741098692.741929,54,TCP,192.168.160.128-142.250.75.129,3.504753112792969e-05,Gmail
1741098693.260692,85,DNS,192.168.160.128-192.168.160.2,0.5187628269195557,Other
1741098693.260794,85,DNS,192.168.160.128-192.168.160.2,0.00010204315185546875,Other
1741098693.299481,385,DNS,192.168.160.2-192.168.160.128,0.03868699073791504,Other
1741098693.299544,397,DNS,192.168.160.2-192.168.160.128,6.318092346191406e-05,Other
1741098693.301605,1399,QUIC,192.168.160.128-142.250.75.129,0.0020608901977539062,Gmail
1741098693.387694,1399,QUIC,142.250.75.129-192.168.160.128,0.08608889579772949,Gmail
1741098693.415263,1399,QUIC,142.250.75.129-192.168.160.128,0.027569055557250977,Gmail
1741098693.415263,657,QUIC,142.250.75.129-192.168.160.128,0.0,Gmail
1741098693.415263,69,QUIC,142.250.75.129-192.168.160.128,0.0,Gmail
1741098693.417803,155,QUIC,192.168.160.128-142.250.75.129,0.002540111541748047,Gmail
1741098693.459767,165,QUIC,142.250.75.129-192.168.160.128,0.041964054107666016,Gmail
1741098693.474602,54,TCP,192.168.160.128-142.250.75.99,0.014834880828857422,Gmail
1741098693.474807,60,TCP,142.250.75.99-192.168.160.128,0.00020503997802734375,Gmail
1741098693.483298,74,QUIC,192.168.160.128-142.250.75.129,0.008491039276123047,Gmail
1741098694.312191,88,DNS,192.168.160.128-192.168.160.2,0.8288929462432861,Other
1741098694.31224,88,DNS,192.168.160.128-192.168.160.2,4.887580871582031e-05,Other
1741098694.414084,88,DNS,192.168.160.128-192.168.160.2,0.10184407234191895,Other
1741098694.46629,273,DNS,192.168.160.2-192.168.160.128,0.05220603942871094,Other
1741098694.468004,169,DNS,192.168.160.2-192.168.160.128,0.0017139911651611328,Other
1741098694.469862,1399,QUIC,192.168.160.128-34.117.188.166,0.0018579959869384766,Other
1741098694.496786,93,MDNS,192.168.160.1-224.0.0.251,0.02692413330078125,Other
1741098694.530322,273,DNS,192.168.160.2-192.168.160.128,0.03353595733642578,Other
1741098694.530659,74,TCP,192.168.160.128-34.117.188.166,0.0003368854522705078,Other
1741098694.605886,60,TCP,34.117.188.166-192.168.160.128,0.07522702217102051,Other
1741098694.605948,54,TCP,192.168.160.128-34.117.188.166,6.198883056640625e-05,Other
1741098694.607387,730,TLS,192.168.160.128-34.117.188.166,0.0014390945434570312,Other
1741098694.607744,60,TCP,34.117.188.166-192.168.160.128,0.00035691261291503906,Other
1741098694.614747,1399,QUIC,34.117.188.166-192.168.160.128,0.007003068923950195,Other
1741098694.645654,1399,QUIC,34.117.188.166-192.168.160.128,0.03090691566467285,Other
1741098694.646613,85,QUIC,192.168.160.128-34.117.188.166,0.0009589195251464844,Other
1741098694.653943,1399,QUIC,34.117.188.166-192.168.160.128,0.007330179214477539,Other
1741098694.65413,84,QUIC,192.168.160.128-34.117.188.166,0.000186920166015625,Other
1741098694.68279,712,QUIC,34.117.188.166-192.168.160.128,0.028660058975219727,Other
1741098694.68391,85,QUIC,192.168.160.128-34.117.188.166,0.001119852066040039,Other
1741098694.688596,173,QUIC,192.168.160.128-34.117.188.166,0.004686117172241211,Other
1741098694.688697,107,QUIC,192.168.160.128-34.117.188.166,0.0001010894775390625,Other
1741098694.689554,218,QUIC,192.168.160.128-34.117.188.166,0.0008568763732910156,Other
1741098694.697694,75,DNS,192.168.160.128-192.168.160.2,0.008140087127685547,Other
1741098694.697751,75,DNS,192.168.160.128-192.168.160.2,5.698204040527344e-05,Other
1741098694.699334,1399,DATA,192.168.160.128-142.250.75.174,0.0015828609466552734,Gmail
1741098694.699405,1399,DATA,192.168.160.128-142.250.75.174,7.104873657226562e-05,Gmail
1741098694.699438,1399,DATA,192.168.160.128-142.250.75.174,3.314018249511719e-05,Gmail
1741098694.699466,1399,DATA,192.168.160.128-142.250.75.174,2.7894973754882812e-05,Gmail
1741098694.700183,1399,DATA,192.168.160.128-142.250.75.174,0.0007169246673583984,Gmail
1741098694.70024,1104,DATA,192.168.160.128-142.250.75.174,5.698204040527344e-05,Gmail
1741098694.700665,1399,QUIC,192.168.160.128-142.250.75.174,0.00042510032653808594,Gmail
1741098694.701323,54,TCP,192.168.160.128-142.250.75.99,0.0006580352783203125,Gmail
1741098694.701463,60,TCP,142.250.75.99-192.168.160.128,0.0001399517059326172,Gmail
1741098694.702516,91,DNS,192.168.160.2-192.168.160.128,0.0010530948638916016,Other
1741098694.702516,103,DNS,192.168.160.2-192.168.160.128,0.0,Other
1741098694.712538,2102,TLS,34.117.188.166-192.168.160.128,0.01002192497253418,Other
1741098694.712598,54,TCP,192.168.160.128-34.117.188.166,6.008148193359375e-05,Other
1741098694.712934,1075,TLS,34.117.188.166-192.168.160.128,0.00033593177795410156,Other
1741098694.712943,54,TCP,192.168.160.128-34.117.188.166,9.059906005859375e-06,Other
1741098694.716288,118,TLS,192.168.160.128-34.117.188.166,0.003345012664794922,Other
1741098694.716647,60,TCP,34.117.188.166-192.168.160.128,0.00035881996154785156,Other
1741098694.716735,224,TLS,192.168.160.128-34.117.188.166,8.797645568847656e-05,Other
1741098694.716804,60,TCP,34.117.188.166-192.168.160.128,6.914138793945312e-05,Other
1741098694.734806,614,QUIC,34.117.188.166-192.168.160.128,0.018002033233642578,Other
1741098694.734806,165,QUIC,34.117.188.166-192.168.160.128,0.0,Other
1741098694.735375,73,QUIC,192.168.160.128-34.117.188.166,0.0005688667297363281,Other
1741098694.735686,68,QUIC,34.117.188.166-192.168.160.128,0.00031113624572753906,Other
1741098694.763129,73,QUIC,34.117.188.166-192.168.160.128,0.02744293212890625,Other
1741098694.775361,71,DATA,142.250.75.174-192.168.160.128,0.012232065200805664,Gmail
1741098694.783005,74,QUIC,192.168.160.128-34.117.188.166,0.007643938064575195,Other
1741098694.798234,78,DATA,142.250.75.174-192.168.160.128,0.015228986740112305,Gmail
1741098694.798542,74,DATA,192.168.160.128-142.250.75.174,0.00030803680419921875,Gmail
1741098694.825398,1399,QUIC,34.117.188.166-192.168.160.128,0.026855945587158203,Other
1741098694.825399,71,DATA,142.250.75.174-192.168.160.128,9.5367431640625e-07,Gmail
1741098694.825789,75,QUIC,192.168.160.128-34.117.188.166,0.00039005279541015625,Other
1741098694.853925,71,DATA,142.250.75.174-192.168.160.128,0.028136014938354492,Gmail
1741098694.894984,71,DATA,142.250.75.174-192.168.160.128,0.041059017181396484,Gmail
1741098694.91651,71,DATA,142.250.75.174-192.168.160.128,0.021526098251342773,Gmail
1741098694.923984,60,TCP,142.250.75.99-192.168.160.128,0.007473945617675781,Gmail
1741098694.924004,54,TCP,192.168.160.128-142.250.75.99,2.002716064453125e-05,Gmail
1741098694.935221,158,QUIC,34.117.188.166-192.168.160.128,0.011216878890991211,Other
1741098694.935221,1399,QUIC,142.250.75.174-192.168.160.128,0.0,Gmail
1741098694.937505,82,QUIC,192.168.160.128-142.250.75.174,0.0022840499877929688,Gmail
1741098694.940065,73,QUIC,192.168.160.128-34.117.188.166,0.0025599002838134766,Other
1741098694.947464,672,TLS,34.117.188.166-192.168.160.128,0.007399082183837891,Other
1741098694.949077,85,TLS,192.168.160.128-34.117.188.166,0.0016129016876220703,Other
